"long","lat","order","hole","piece","id","group"
127.02050117,37.57161213,385,FALSE,"1",11110,"11110.1"
127.02044227,37.57158849,386,FALSE,"1",11110,"11110.1"
127.02040141,37.57157217,387,FALSE,"1",11110,"11110.1"
127.02028714,37.57152657,388,FALSE,"1",11110,"11110.1"
127.02013679,37.57146635,389,FALSE,"1",11110,"11110.1"
127.02003225,37.57142469,390,FALSE,"1",11110,"11110.1"
127.0195757,37.57124231,391,FALSE,"1",11110,"11110.1"
127.01942393,37.57118152,392,FALSE,"1",11110,"11110.1"
127.01926987,37.57112072,393,FALSE,"1",11110,"11110.1"
127.01918284,37.57108526,394,FALSE,"1",11110,"11110.1"
127.01913932,37.57106781,395,FALSE,"1",11110,"11110.1"
127.01907972,37.57104022,396,FALSE,"1",11110,"11110.1"
127.01905353,37.57102784,397,FALSE,"1",11110,"11110.1"
127.019024,37.57101349,398,FALSE,"1",11110,"11110.1"
127.01892901,37.57096226,399,FALSE,"1",11110,"11110.1"
127.01869126,37.57082461,400,FALSE,"1",11110,"11110.1"
127.01846555,37.57069343,401,FALSE,"1",11110,"11110.1"
127.01819915,37.57053862,402,FALSE,"1",11110,"11110.1"
127.01804402,37.5704491,403,FALSE,"1",11110,"11110.1"
127.01784714,37.57033482,404,FALSE,"1",11110,"11110.1"
127.01777231,37.57029118,405,FALSE,"1",11110,"11110.1"
127.01775197,37.57028077,406,FALSE,"1",11110,"11110.1"
127.01760657,37.57021012,407,FALSE,"1",11110,"11110.1"
127.017365,37.57008489,408,FALSE,"1",11110,"11110.1"
127.01733417,37.57007698,409,FALSE,"1",11110,"11110.1"
127.01727668,37.57005474,410,FALSE,"1",11110,"11110.1"
127.01707752,37.5699841,411,FALSE,"1",11110,"11110.1"
127.01668203,37.5698994,412,FALSE,"1",11110,"11110.1"
127.01640133,37.56984848,413,FALSE,"1",11110,"11110.1"
127.01629539,37.56982934,414,FALSE,"1",11110,"11110.1"
127.01625134,37.56982146,415,FALSE,"1",11110,"11110.1"
127.01623418,37.56981837,416,FALSE,"1",11110,"11110.1"
127.01621738,37.56981527,417,FALSE,"1",11110,"11110.1"
127.01618891,37.56980992,418,FALSE,"1",11110,"11110.1"
127.0161079,37.5697953,419,FALSE,"1",11110,"11110.1"
127.01607553,37.56979051,420,FALSE,"1",11110,"11110.1"
127.01587956,37.56976153,421,FALSE,"1",11110,"11110.1"
127.01559232,37.56972919,422,FALSE,"1",11110,"11110.1"
127.01529854,37.56970445,423,FALSE,"1",11110,"11110.1"
127.01529059,37.56971036,424,FALSE,"1",11110,"11110.1"
127.01525716,37.56973599,425,FALSE,"1",11110,"11110.1"
127.01520799,37.56973459,426,FALSE,"1",11110,"11110.1"
127.01516626,37.56973375,427,FALSE,"1",11110,"11110.1"
127.01510523,37.56973178,428,FALSE,"1",11110,"11110.1"
127.01499116,37.56972814,429,FALSE,"1",11110,"11110.1"
127.01493739,37.56972589,430,FALSE,"1",11110,"11110.1"
127.01484047,37.56972393,431,FALSE,"1",11110,"11110.1"
127.01474549,37.56972141,432,FALSE,"1",11110,"11110.1"
127.01470181,37.56972057,433,FALSE,"1",11110,"11110.1"
